"Indigenous","Illiteracy","Urbanisation","Density","Poverty","Poor_Sanitation","Unemployment","Timeliness","Year","TB","Population","Region","lon","lat","TB_rate","Predicted_Risk"
0.076367405,7.323413032,45.97239864,0.603397694,44.34384505,27.31135416,3.117229668,42.1052631579,2012,6,129917,41031,-49.126814525835,-24.7834502767705,4.61833324353241e-05,0.000132815586881286
0.045151823,4.655732446,66.72105409,0.543335696,34.13093296,16.98537683,4.479740167,45,2012,8,98329,41032,-53.2215125322829,-25.0333526433573,8.1359517538061e-05,0.000162622990732715
0.162823183,5.600557038,70.84008193,0.561983885,38.67348608,15.67902296,5.545087957,73.8095238095,2012,12,117480,41033,-53.6254344819742,-25.7759636205281,0.000102145045965271,0.00024843125414335
0.054564129,5.065404954,48.85254847,0.572291562,37.90249726,27.95021433,4.190719184,68,2012,5,63207,41034,-52.3227172816313,-24.1502062623849,7.91051624028984e-05,0.000154613312753749
0.120519266,17.45246411,26.84824903,0.651959031,56.96425488,31.39297848,2.600082542,83.3333333333,2012,6,28994,41035,-51.8524437860427,-23.007920252448,0.000206939366765538,0.000156305252556467
0.123366905,5.739060832,61.01605792,0.550714182,33.4720052,16.07985012,4.35512259,16.0714285714,2012,4,49890,41036,-50.8179274831746,-23.4826624320398,8.01763880537182e-05,0.000101475248027881
0.156813052,3.189794143,94.00391853,0.50129032,15.12926821,0.814834582,4.676229333,51.0978786751,2012,730,3120488,41037,-51.4420306125702,-23.6112737369778,0.000233937768707971,0.000248260100823787
0.217037439,5.009183928,90.48388798,0.576758648,30.74294115,1.551567158,7.323833755,71.568627451,2012,194,269858,41038,-52.2891507307925,-26.711856965342,0.000718896604881086,0.000528362744615684
0.163072009,6.034018893,49.61521708,0.556223526,35.01398358,8.946154691,4.709696301,32,2012,10,91035,41039,-49.0626265759805,-28.3087382232945,0.000109847860712913,0.000194664680988991
0.065815077,6.172606792,57.91440606,0.493793513,21.43963517,17.16761441,2.479157525,26.0869565217,2012,11,175283,42001,-49.0001015438067,-27.392425994408,6.27556579930741e-05,9.95752062008778e-05
0.391047385,6.127209596,73.81142826,0.498306262,17.01138671,12.20175528,2.881872108,19.8473282443,2012,31,411687,42002,-49.1259112113789,-27.7950845736323,7.52999244571726e-05,0.000113404789726898
3.026268324,7.967206586,68.37831633,0.524586302,25.66112948,18.30293623,2.653466851,10.6382978723,2012,15,154003,42003,-53.506813880754,-26.7109010234795,9.74006999863639e-05,9.87861970402078e-05
0.15315859,5.583746188,80.48391988,0.501902724,20.65177906,6.911499213,3.843933444,35.761589404,2012,56,330010,42004,-49.4327958778632,-26.3198822596575,0.000169691827520378,0.000175308150168407
0.166208888,4.93793323,65.76730756,0.47321483,13.52370309,6.693295908,2.03475265,22.2222222222,2012,12,142634,42005,-49.8418910456823,-27.0821543394722,8.41314132675239e-05,0.000101837707536265
0.105440656,4.859962103,66.42966452,0.523074172,31.85513308,14.30096917,4.319057955,67.1232876712,2012,40,245439,42006,-48.9325191023692,-26.3336443441212,0.000162973284604321,0.000174856295510482
0.051426085,3.037093395,90.84140987,0.476157774,18.80904371,0.97715736,4.855464229,65,2012,16,128150,42007,-51.2587464917367,-26.9148101264658,0.000124853687085447,0.000333657534760877
0.156044376,2.483969968,93.41006207,0.49466284,10.66734769,0.29870624,4.222940315,73.6949846469,2012,252,867387,42008,-49.5666781434732,-27.4705620106019,0.000290527757506165,0.000342630890584189
0.122323161,8.784095655,80.99750461,0.527691179,32.87437583,8.517250461,5.14509338,40.9090909091,2012,17,123461,42009,-48.7369046533639,-26.8940427035349,0.000137695304590113,0.000236697129918807
0.107350897,6.876421462,82.04670644,0.501903847,29.50340867,6.984255147,5.267261854,48.7179487179,2012,53,283996,42010,-48.680748131566,-27.6525261442239,0.000186622346793617,0.000257279723463408
0.756000664,4.199162424,68.85755561,0.454182013,12.94487879,4.839332314,1.704082142,75.5555555556,2012,15,208279,42011,-50.7819139717236,-27.2866554793339,7.20187824984756e-05,0.000145677618925605
0.134046674,2.335624286,90.00968443,0.468117692,5.922861944,0.477314838,2.08825808,75.1773049645,2012,147,696990,42012,-49.4260881401893,-28.6152278761917,0.000210906899668575,0.000247976108406034
0.14922576,3.163524088,94.93000226,0.525308359,12.35341982,0.214021098,4.547497195,69.1868758916,2012,425,596034,42013,-52.0846767528465,-27.1812985524794,0.000713046571168759,0.00036232872748696
0.043039291,5.762901758,52.37164428,0.478437364,20.69705384,12.87117273,1.178888822,33.3333333333,2012,0,56444,42014,-52.956196528374,-26.8188124237533,0,8.46456717053273e-05
0.400404757,5.586693689,74.64066937,0.538489989,12.63326284,4.450873096,2.016682925,58.5714285714,2012,25,95238,42015,-50.3054191294463,-26.4110350335441,0.000262500262500263,0.000150067448819686
0.248787375,2.921269269,95.50463416,0.482685064,9.56966745,0.126276378,4.317448002,42.2485207101,2012,402,903568,42016,-50.215579822178,-27.9386934273378,0.000444902873939759,0.000304692113002556
0.012537613,7.713104326,35.46054831,0.473079748,20.47545046,13.91292945,1.128429367,20,2012,0,24132,42017,-49.2194563950565,-26.8991382387016,0,7.03874854125932e-05
0.117911001,5.013645434,78.88939575,0.501388502,15.7625743,3.357666631,3.3878156,43.3908045977,2012,107,380567,42018,-49.732482665993,-28.9836011938234,0.000281159427906256,0.000215691415438016
0.101787232,3.462765811,89.83535374,0.508349696,12.27827784,1.161486909,3.999248224,72.536687631,2012,135,376053,42019,-50.7393957612265,-28.6499874591205,0.000358991950602708,0.000328239848244776
0.106743064,5.651151187,69.4543383,0.510959538,20.25330531,2.691032724,3.636838825,64.1666666667,2012,41,183931,42020,-53.9581894369666,-27.4824456013476,0.000222909678085804,0.000225024805981254
0.029883771,4.570426651,70.39599176,0.423822595,20.75238522,3.614924712,3.378019644,38,2012,11,156636,43001,-52.558425640726,-28.9578617261338,7.02265124237085e-05,0.000181255540561669
4.292251415,7.025180644,57.72702616,0.462807371,28.15569323,11.67025531,2.496256873,45.4545454545,2012,13,142756,43002,-53.1504842909752,-31.0115788778316,9.10644736473423e-05,0.000141367105578054
2.960396323,9.239280573,53.43890496,0.508143207,32.39379014,14.91660382,2.699367889,28.2352941176,2012,25,173085,43003,-51.8573310146588,-30.0937269015698,0.000144437704018257,0.000135411770670325
0.79138968,4.757506579,73.02093521,0.459504186,17.42565498,6.725916788,2.313434079,58.6538461538,2012,43,211452,43004,-54.7694374317849,-28.410537331868,0.000203355844352383,0.000151053800562248
1.627745894,7.665554832,57.52688172,0.459204156,25.3471763,11.30762824,1.765998117,34.4827586207,2012,12,60354,43005,-54.35100742539,-29.1070905642066,0.000198826921165126,0.000110734625615895
0.015136608,6.056768234,51.92764701,0.452086686,26.77865763,1.944821348,2.616505768,12.5,2012,9,65480,43006,-54.5476234784592,-27.7688917044376,0.000137446548564447,0.000132996547596226
0.153322063,6.378156909,75.94011301,0.459095461,30.52135466,6.478276438,4.36413362,36.7088607595,2012,24,195191,43007,-54.2180731124005,-29.8339566156111,0.000122956488772536,0.000223284269849534
0.636146151,5.079986675,79.02022619,0.455677601,21.82151958,6.0345519,4.024875276,39.5061728395,2012,20,184556,43008,-52.6738032195518,-29.5225993132996,0.000108368191768352,0.000207063175137022
0.136915219,6.458712691,78.34989028,0.467634086,25.69432633,5.02352434,4.727674219,26.582278481,2012,32,160112,43009,-51.6742018968406,-27.8149164785904,0.000199860097931448,0.000215383711544521
1.178811302,4.2986799,82.64220956,0.470773534,16.82286353,2.594670407,3.024310615,52.3961661342,2012,58,331915,43010,-53.3907485565526,-29.7224571868029,0.000174743533736047,0.000229663024091889
0.335501222,5.517757575,78.37481611,0.456924083,25.06906818,8.358725353,3.955414896,17.1428571429,2012,20,149383,43011,-51.0980793291439,-30.0205583246509,0.000133884043030331,0.000163142244771932
0.028421875,4.209298936,74.21662206,0.422302003,15.02574616,3.26417704,3.020013582,31.5789473684,2012,6,42368,43012,-52.4593756977198,-31.3966416613848,0.000141616314199396,0.000180074533386534
0.076933837,12.54206291,53.92502448,0.542307852,37.1548755,27.16150433,2.481157507,41.6666666667,2012,18,71443,43013,-52.2175822979844,-28.260670412722,0.000251949106280531,0.000132252055972863
0.062083003,4.479760465,66.66457104,0.472299218,11.06949548,5.781474886,1.518321328,32.2580645161,2012,24,129018,43014,-50.4414303164941,-30.1781824865261,0.000186020555271357,0.000120857437024715
0.106777173,6.676539451,75.93191684,0.493759375,28.92501587,7.285277548,3.617821404,58.75,2012,32,157890,43015,-52.8606236594926,-28.5423146326562,0.000202672746849072,0.00020625998937087
0.105766894,2.562530003,90.59441255,0.47056247,8.426079778,0.964095874,3.277676448,66.265060241,2012,167,787135,43016,-51.4207715971238,-29.564522162039,0.000212161827386662,0.000276954618669415
0.056919824,5.568200106,76.64931967,0.463363186,31.77849202,11.1823722,4.792211304,44,2012,15,110611,43017,-52.8186494050619,-32.8646261643642,0.000135610382330871,0.000227033964635412
0.11487097,4.280027567,87.70522511,0.471443283,23.95263965,5.673152828,5.630438869,68.7912087912,2012,144,365075,43018,-51.9999906256485,-29.3753854330162,0.000394439498733137,0.000323761237958606
0.030044276,6.676543402,49.32637571,0.47253602,27.40317238,10.98470178,2.724543985,32.5,2012,20,62779,43019,-53.2781171912,-32.147913167911,0.000318577868395483,0.000132239850642627
0.051512276,5.417193327,63.41317216,0.484762944,22.30200215,7.657803468,2.753837687,34.4473007712,2012,110,323551,43020,-53.7671753825058,-28.2259057526421,0.000339977314241032,0.000136932935096311
0.101125802,3.938647983,74.89560152,0.454063618,12.26911452,3.683970163,2.391773062,47.619047619,2012,47,309856,43021,-51.8687937799649,-28.7815250067994,0.000151683362594237,0.000160461857772286
0.062104086,8.010757537,73.03963548,0.491634644,30.59698543,6.614499859,5.788075831,73.8636363636,2012,55,152323,43022,-50.8200220597251,-29.5220310657294,0.000361074821267963,0.000302527619086062
0.076042999,3.290240214,74.57843045,0.486810343,15.25529978,0.704152275,3.5295222,79.3296089385,2012,43,206297,43023,-53.1684179768143,-27.4408618196878,0.000208437350034174,0.000267229893659714
0.078224836,3.515077439,86.96983286,0.497554676,13.4605521,1.000509241,2.486030205,59.0909090909,2012,72,302136,43024,-52.3336595948611,-27.611090375818,0.00023830328064183,0.000231594166416635
0.085649825,7.333815998,79.78176703,0.527553517,29.60787289,7.946634481,6.45123263,70.5765407555,2012,149,145388,43025,-53.2480452444441,-28.7409012614392,0.00102484386606873,0.000318803345042625
0.187236651,2.951851041,98.15370825,0.51663547,18.81422701,0.23059204,5.774354765,64.9034424853,2012,2700,3658690,43026,-54.8374181804183,-28.097854944902,0.000737969054497648,0.000465961924347361
0.237160639,5.889266865,83.77897449,0.519809514,24.67712531,1.500341971,5.169169099,55.905511811,2012,167,349487,43027,-51.3104810139542,-29.0810782769326,0.000477843238804305,0.000358561542209439
0.271372501,8.018984526,63.94195388,0.530167025,35.20825284,15.97723135,4.354349661,29.6610169492,2012,35,131476,43028,-53.1083827493156,-28.0060181628988,0.000266208281359336,0.000166632950844128
0.126287238,5.768968267,88.08040654,0.541160047,36.25746208,6.789914508,7.404408244,77.7777777778,2012,99,361829,43029,-56.0363048410098,-29.5498661495833,0.000273609909653455,0.000480225978245275
0.100568809,6.327791437,88.4940632,0.513868255,35.27959808,7.472868217,7.249002008,81.9672131148,2012,61,183559,43030,-54.28343908876,-31.1489978891988,0.000332318219210172,0.000461555911506272
0.066164964,5.516146891,81.55320814,0.514991153,33.07814012,3.949927078,7.319951323,60.1226993865,2012,46,173987,43031,-55.0199722981313,-30.4888699046555,0.000264387569186204,0.000421432819682743
0.194119719,9.770114943,62.56323922,0.498420063,38.70533053,21.86809183,5.070556861,42.8571428571,2012,15,116439,43032,-51.7569709246718,-30.6990920517751,0.000128822817097364,0.000203926613748802
0.128386983,5.254492182,81.21926219,0.51235436,28.24435746,9.413777567,6.467949406,88.3570504528,2012,225,484359,43033,-52.750064178535,-30.1008427304934,0.000464531473555772,0.000347824086330179
0.082778342,7.322692908,87.8748542,0.49507625,37.64469621,6.529821438,6.914201804,43.4782608696,2012,13,52712,43034,-52.9324533474515,-20.5311953778472,0.000246623159811808,0.000270565840997448
0.215299764,6.056556684,92.20491608,0.541282002,28.95320952,1.495721672,8.082601857,85.8255451713,2012,152,261275,43035,-51.6579182662539,-19.8025614139707,0.00058176251076452,0.00040764519566662
1.29856084,6.87413708,88.03535892,0.745820857,42.90857151,8.841826247,7.964515816,85.9531772575,2012,78,140862,50001,-53.0820527563851,-22.0729962982726,0.000553733441240363,0.000498513576903261
14.57208724,10.52007145,71.98003928,0.636944659,47.77628421,13.42327259,6.782275301,52.5,2012,43,106489,50002,-54.3441163948436,-23.1106817118411,0.00040379757533642,0.000373744424800882
0.221892229,10.54072398,84.27978903,0.538831445,31.57093461,14.89125094,5.630917172,50.5747126437,2012,27,119147,50003,-54.9926920052718,-22.1770658857474,0.000226610825283054,0.000229566526057702
0.945241237,4.446826803,94.52915886,0.52918812,23.7021561,3.300676757,6.179288181,50.7258064516,2012,317,896489,50004,-52.7708776721673,-18.8722457890342,0.000353601661593171,0.00030465715465911
0.149231458,8.607852474,87.27221476,0.509223074,22.21515172,7.76998031,4.865938431,65.3846153846,2012,12,63883,50005,-54.6174868216233,-20.458917619736,0.000187843401217851,0.000242338199799104
0.054924936,10.90357895,85.64759115,0.500418691,26.68053672,13.70446363,5.285035629,47.3684210526,2012,21,77331,50006,-56.4523393584502,-21.3818838638699,0.000271559917756139,0.000232709172465024
0.240646161,7.745405953,83.9490291,0.555811187,26.00796432,9.736745738,5.725994019,82.5301204819,2012,55,159326,50007,-56.8668109787078,-19.274816110672,0.000345204172576981,0.000375793318206328
0.191239207,10.02714523,78.22928336,0.557222944,31.89929782,16.11916951,5.901109265,53.0303030303,2012,19,90595,50008,-55.9554058136489,-20.0023113744805,0.000209724598487775,0.000261287290386107
2.326752427,9.840872659,78.55663443,0.586445043,44.05531368,14.92054607,5.296461683,60,2012,26,105987,50009,-54.3626614282206,-18.5798410268046,0.000245313104437337,0.000292378562956519
5.701919871,8.409260074,81.74096012,0.583902502,32.71560797,11.54800723,5.143445059,41.9310344828,2012,225,515030,50010,-53.4947433879074,-16.0250220888815,0.000436867755276392,0.00027961784570353
7.036534664,13.47821089,72.41763243,0.600903046,38.46473949,18.39639269,6.448535353,48.5355648536,2012,79,229949,50011,-57.8673503325101,-14.7432566805654,0.000343554440332422,0.000411638277501779
2.816195485,10.28489591,63.5369149,0.651428265,41.00295202,36.10759572,4.190278058,67.8899082569,2012,45,143796,51001,-54.6178354901795,-11.4862644552266,0.000312943336393224,0.000244049211345125
0.361101865,10.13070565,67.94060984,0.598760978,34.46334586,28.80636605,4.785639031,39.1304347826,2012,22,100528,51002,-56.0382675037767,-14.8671142903433,0.000218844501034538,0.0002648655807837
1.43056039,10.8602646,67.10964149,0.589586323,38.75056936,29.00126422,5.143292261,42.4460431655,2012,35,145783,51003,-54.6284518354837,-16.704694606851,0.000240082862885247,0.000241487007773414
2.334795845,7.335656214,81.92939649,0.648629755,23.3473677,12.98228494,5.491734994,48.4848484848,2012,16,93467,51004,-54.5659467693547,-15.2152093238432,0.000171183412327345,0.00031141315554978
1.56276856,10.49634878,69.27084022,0.616967868,30.81899444,22.12931752,4.465598845,48.7179487179,2012,14,76872,51005,-58.7437424306827,-13.4301206442805,0.000182120928296389,0.000265299643146928
0.201330349,5.179881615,83.46424164,0.622288515,19.75659358,11.82087238,4.612470062,42.4460431655,2012,46,204751,51006,-53.9688484128707,-13.558071364801,0.000224663127408413,0.000251833211152918
0.87130245,6.77384695,78.65049166,0.603442933,25.29924875,11.20498428,4.66380196,39.7058823529,2012,20,179412,51007,-51.7442872985168,-11.1837091044755,0.000111475263638999,0.000189496501226402
6.420233463,15.05417141,69.07830739,0.629411935,35.19460619,22.1163696,4.5427465,50,2012,5,33544,51008,-51.5709276976673,-14.2796938578212,0.000149057953732411,0.000187233901578598
3.842727062,11.45461652,58.64858604,0.657616589,45.3112907,29.40599522,5.962992562,18.4466019417,2012,15,115959,51009,-58.5139748642153,-15.5316055057611,0.000129356065505912,0.000307515212452452
12.73839221,12.0145819,65.43916472,0.603057807,30.79279463,23.34499602,4.21375596,52.1739130435,2012,37,102483,51010,-55.7520000589493,-15.8894984798603,0.000361035488812779,0.000302424989346333
5.520560332,8.211273857,87.02775607,0.534912504,29.79447834,10.44776119,7.695920558,66.9902912621,2012,20,65908,51011,-54.6490427391373,-10.1741212085871,0.000303453298537355,0.000408896321184739
0.604951751,10.5100811,67.2440759,0.625263309,35.96277355,26.49568458,6.196943973,13.9072847682,2012,21,69039,51012,-52.698180128058,-13.5797030836036,0.000304175900577934,0.000183284493259903
1.305628972,10.6022426,87.30255122,0.622608166,30.26587569,8.606248716,6.912702443,66.1157024793,2012,35,149801,51013,-59.5618396387456,-10.5681438146646,0.000233643300111481,0.000398051477362415
0.303442113,13.16265135,70.10815943,0.555863011,36.31751381,23.65495776,5.796070942,29.6875,2012,30,107679,51014,-57.1808357822931,-11.7291945864445,0.000278605856295099,0.000264898389366414
0.158730159,13.34986988,76.00732601,0.584025677,40.34538818,24.42955627,8.359090597,13.0434782609,2012,6,32743,51015,-55.7005516799034,-13.0946475699938,0.00018324527379898,0.00030644145578727
0.129487553,18.96597088,53.50101971,0.672111648,48.30805516,38.42087504,6.621873229,16.6666666667,2012,7,30778,51016,-56.9775643719236,-14.4717344817308,0.000227435180973423,0.000245713361706299
0.288050428,5.405930697,95.34633572,0.60312084,24.55268413,3.474049528,6.536676119,52.6967005076,2012,735,868141,51017,-57.169377927649,-16.6714883086541,0.000846636663859903,0.000589225202789534
0.236045333,12.62260216,80.15403471,0.669644992,43.30475662,17.97711333,7.53184517,40.2116402116,2012,65,133324,51018,-59.6921948246526,-15.0855906071928,0.000487534127388917,0.000460833146709362
0.148227841,5.317382261,89.34672165,0.586562347,19.31765847,7.733206364,5.034046693,54.4117647059,2012,23,87669,51019,-53.4860716397302,-17.2967990576305,0.000262350431737558,0.000254687432998003
3.592199167,13.4751773,72.86953969,0.520282747,39.83423983,17.15088508,8.201102389,22.2222222222,2012,6,54567,51020,-57.3595184700075,-9.43629405524924,0.000109956567155973,0.000267594011515497
0.283271734,8.558386493,89.94040775,0.570577026,26.22873866,6.658409597,7.473506505,75,2012,77,283538,51021,-46.5540039100783,-14.2029939279769,0.000271568537550522,0.000175009113720107
0.137967475,8.389827188,89.82269712,0.53706139,26.20648616,10.95377307,5.644708787,50,2012,2,35554,51022,-50.2094917052677,-17.1770271681711,5.62524610451707e-05,0.000148391283142075
0.148629092,14.71265158,75.20892818,0.524088317,37.29181181,21.92278516,7.345318187,25.8064516129,2012,16,77067,52001,-51.9225783181007,-17.6581790152309,0.000207611558773535,0.000170755139319472
0.55663035,14.55645102,74.62014504,0.48231989,34.38766309,19.14116188,5.620287868,37.5,2012,10,87890,52002,-50.2878123811612,-13.9596221490745,0.000113778586869951,0.000131724553494682
0.192963157,12.81773308,77.33133758,0.491150632,34.96186278,19.54652912,5.154188234,34.375,2012,16,55718,52003,-50.808215899124,-15.4246713691936,0.00028716034315661,0.000134927118861183
0.094630681,12.86302316,79.96508603,0.507755488,38.26462011,15.76843312,6.581673307,45.5357142857,2012,34,232179,52004,-50.9456311901348,-18.72513187884,0.000146438739076316,0.00015626113999998
0.28396401,17.82998217,67.2260864,0.58360728,53.40451573,22.45650738,8.887109688,46.1538461538,2012,10,63695,52005,-48.9061781716647,-13.9477508126635,0.000156998194520763,0.000171540978533413
0.17860309,11.64386232,83.27790727,0.487860206,32.15321001,11.82169257,4.879731689,54.8387096774,2012,23,234079,52006,-48.4480401704938,-16.957067356873,9.82574259117648e-05,0.000104833244477035
0.082188738,7.777109738,92.73536707,0.508087667,27.4663143,5.860508843,5.523555912,37.9888268156,2012,78,551559,52007,-49.3530001899092,-17.8723643494786,0.000141417327973979,0.000155281061406515
0.084622415,13.20762685,79.7938598,0.43454448,31.25470343,16.43165741,4.59117787,26.6666666667,2012,6,58597,52008,-50.9141176098242,-16.3929191176173,0.000102394320528355,0.000108925283812785
0.094960692,11.64590194,82.76006903,0.471191021,29.6094518,10.6438063,6.182826112,37.5,2012,12,110677,52009,-49.210354494272,-16.7733641453038,0.000108423611048366,0.000118863468642921
0.160766843,4.566838307,98.12087512,0.530217881,21.0833012,1.066920382,5.360013093,69.8280643372,2012,426,2180625,52010,-47.9491576185755,-15.7689330859841,0.000195356835769561,0.000204501494545254
0.061503481,18.5154827,64.50596863,0.586710735,53.41391795,25.41355346,10.85790885,39.7058823529,2012,20,109633,52011,-47.4262515335793,-13.8099757508802,0.000182426824040207,0.000153545440502527
0.165144606,8.08077963,89.40794043,0.624136822,38.5580744,7.458437001,8.117006483,53.3073929961,2012,111,1088240,52012,-49.4923930761279,-15.1153600132709,0.000101999558920826,0.000244452690397354
0.089823109,8.585854149,89.70371814,0.535799919,23.934892,7.693946085,5.314827642,55.2325581395,2012,45,461853,52013,-47.9525030184451,-17.8252983160267,9.74335990022799e-05,0.000125755017099845
0.081890707,12.38298796,79.33008119,0.506416322,31.25816514,15.52038138,6.250322669,25,2012,13,115403,52014,-51.8715022779058,-16.1879430690283,0.000112648717970937,0.000160227031484903
0.100187367,9.040650175,89.65440894,0.487795302,24.10299022,6.62297629,4.898660476,43.4343434343,2012,41,368419,52015,-50.1913979784301,-16.4368555805804,0.000111286334309577,0.000147201075359687
0.074023215,8.617472669,72.85064475,0.472030004,27.97253382,19.26716262,3.958064582,10,2012,6,94275,52016,-49.4539353127259,-16.0475846777611,6.36435958631663e-05,6.13445544526817e-05
0.141910427,7.114090472,89.40424781,0.476324057,21.89263315,8.281155742,5.67550097,35.4838709677,2012,14,151663,52017,-47.7973607131298,-15.7806923846909,9.2309923976184e-05,0.00010830326149598
0.064074218,10.98936625,85.25119801,0.503360643,23.05229553,11.70002199,4.370863198,32.2580645161,2012,8,113424,52018,-35.1723775404126,-6.35917570154073,7.05318098462407e-05,0.000116257710873547
0.238428736,3.472250897,96.57803405,0.541481018,19.99874166,0.972841822,7.816908934,67.6113360324,2012,363,2648532,53001,-34.9815716579165,-7.38042528218963,0.000137057056512815,0.000325876626711841
0.334986675,6.354471495,84.10664051,0.713508272,31.27839261,15.26997493,5.41120811,59.2395437262,2013,333,613757,11001,-60.6732648777446,-12.1375562216968,0.000542560003388963,0.000337973694241942
6.446776612,8.493550242,71.36291667,0.742960392,48.59763297,29.36466402,5.916373064,58.064516129,2013,25,79879,11002,-64.0285860057704,-9.43154092944457,0.000312973372225491,0.000303954536801989
0.160093485,10.21167961,66.9675723,0.66382054,42.28297994,31.92353738,4.084887144,88.6524822695,2013,50,192354,11003,-62.3563835789341,-10.636676463161,0.000259937407072377,0.000228557786391351
0.549301781,10.29428599,68.67524521,0.595117232,38.89858174,28.53455212,5.49725876,75.1552795031,2013,59,315964,11004,-64.0978147371483,-11.6949146980331,0.000186730133812713,0.000235057249057626
0.317736236,11.41837821,42.84594779,0.638516772,51.57131346,48.40628779,4.035860432,58.3333333333,2013,12,74999,11005,-61.2160975495619,-13.153460175999,0.000160002133361778,0.000178172641330756
1.023171437,10.26799424,66.49737963,0.59465871,39.10928853,29.28719604,5.578758125,69.3181818182,2013,43,246464,11006,-61.6887785811353,-11.932732730847,0.000174467670734874,0.000249035653113397
0.821544051,7.811039795,82.75737317,0.592796525,31.71298235,12.12468257,6.040940062,88.7640449438,2013,20,149595,11007,-62.5666219086101,-9.6590901135286,0.000133694307964838,0.000294421958753016
0.111255681,11.78291063,65.34102695,0.555026773,40.84771834,29.25861343,5.059368082,41.1764705882,2013,9,55202,11008,-62.883700177939,-11.6058899327112,0.000163037571102496,0.000180789547786433
3.26071252,22.84087077,57.5514239,1.010474317,60.54176072,32.8302521,6.722286362,50,2013,35,138755,12001,-71.1248769693091,-8.6984193450702,0.000252243162408562,0.000394493736229348
8.279810671,32.39558083,51.2999638,1.231924597,65.52160964,44.53638201,4.761272623,45,2013,12,77129,12002,-69.6590573259369,-9.6142587351303,0.000155583502962569,0.000248472883393834
7.816413877,26.12584536,63.67132798,1.032349834,58.63709342,35.37165262,7.526260504,58.3333333333,2013,24,54071,12003,-67.9204695876503,-9.98272167254455,0.000443860849623643,0.000378965057826555
0.184878251,11.01452156,83.02779392,0.796628837,42.60302694,11.74802529,8.64702312,31.6161616162,2013,255,444009,12004,-72.8619437197524,-8.2736824723849,0.000574312682851023,0.000506753217756168
1.230800702,19.10776332,66.32174699,0.826226078,55.68908471,28.96636086,5.895376601,70.9090909091,2013,24,62499,12005,-69.1597208679496,-10.7140791243705,0.000384006144098306,0.00037648842661403
50.64622783,23.38727148,48.26342464,1.462993465,48.0722246,45.45814256,7.683733373,36.0902255639,2013,49,106390,13001,-65.4698308927908,-4.02048893783099,0.000460569602406241,0.000430854316995671
10.04667257,21.05630363,48.48716504,1.529979184,72.38630846,47.04287827,15.43926766,0,2013,4,24393,13002,-59.9236399964055,-1.58792407579275,0.000163981470093879,0.000196288934222864
27.6227833,21.74746004,58.06581167,1.415514478,70.701607,39.52474549,6.358735604,43.023255814,2013,128,240175,13003,-65.1316647723724,-0.341505760119682,0.000532944727802644,0.000388435375279417
4.307559936,33.10752572,62.22065783,1.141230494,72.10022986,40.09565887,6.539285536,48.3606557377,2013,32,139876,13004,-65.1024078406029,-7.14068493288451,0.000228774057021934,0.000277326972309012
3.012626956,15.78502392,74.05869704,1.223541848,66.95602185,20.83382825,5.363723216,30.3921568627,2013,32,90852,13005,-58.1999864639076,-2.90873197652239,0.000352221194910404,0.000298212977925365
0.947010771,18.12290859,60.82227611,1.162765525,66.90984234,35.1274883,9.134779153,39.7435897436,2013,78,166344,13006,-60.2497954240102,-3.30628376898618,0.00046890780551147,0.000302235173035517
0.655296107,4.908563328,93.81673086,0.859304851,41.11020878,4.893957443,10.48384884,75.5391679421,2013,1918,2242712,13007,-60.5444329766787,-6.68304796677017,0.000855214579491259,0.000740058899734666
1.359322418,9.20050398,47.65379816,0.886108676,55.57789907,37.74024024,10.4288499,50,2013,28,59977,13008,-68.7108626211151,-5.97852530364941,0.000466845624155926,0.00035589106819336
0.640017892,9.758551308,60.9832464,1.141540994,67.23815461,30.63258905,8.40687899,59.2039800995,2013,97,165918,13009,-67.5567791987594,-1.86797931340383,0.000584626140623682,0.000448120623091927
5.002884457,8.04621121,57.0669194,1.239283362,73.76745961,35.57395953,7.824594627,45.2145214521,2013,119,262719,13010,-58.5614995001586,-3.14843769287629,0.0004529554390813,0.000320836683132211
5.985901062,27.76636629,58.63355056,1.134660409,71.10207284,39.8761549,8.986358353,46,2013,20,51941,13011,-63.2206725824278,-4.12235223843046,0.000385052270845767,0.000316194559786991
7.64428333,29.40647482,59.7085563,1.069121526,70.59885081,42.57862055,6.897341888,54.7945205479,2013,31,74737,13012,-68.1455061555745,-8.10890906823312,0.000414787856081994,0.000339266937601962
6.279012212,16.29878895,54.2987873,1.105599204,65.44075289,42.30250896,8.442431181,40.5882352941,2013,67,181887,13013,-69.6979534058312,-4.759301693105,0.000368360575522165,0.000385848460398519
8.390401877,8.206570892,89.95104845,0.797905682,38.37150736,6.075712543,7.358698227,64.1089108911,2013,107,347279,14001,-60.4959323485675,0.318277131651132,0.000308109617915279,0.000448791517614689
44.71062619,17.07399434,22.33633776,1.353582541,57.66587112,48.46559707,9.245283019,53.8461538462,2013,14,45799,14002,-60.2495402963454,3.40396619599689,0.000305683530208083,0.00040300820852159
6.188225183,18.24739612,57.11454901,0.94739038,53.79554656,32.51801289,8.424441612,40,2013,14,45348,14003,-61.7495014751562,1.47919422375484,0.000308723648231455,0.000280525142235116
2.835859906,13.32681974,50.54669803,0.842478587,56.25716806,31.09534522,6.860729959,68.75,2013,18,49646,14004,-62.2234462980585,3.4860616121963,0.000362566974177174,0.000272620714206547
